subject	session	task	status	action	dest_session	dest_run	raw_path	bold_path	same_task_other_sessions	notes
sub-s43	ses-04	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s43/ses-04/func/sub-s43_ses-04_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s43	ses-04	spatialTS	matched	copy	ses-04		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-04/spatial_task_switching_single_task_network__fmri_results (10).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-04/func/sub-s43_ses-04_task-spatialTS_run-1_echo-1_bold.nii.gz		
sub-s43	ses-05	cuedTS	matched	copy	ses-05		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-05/cued_task_switching_single_task_network__fmri_results (11).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-05/func/sub-s43_ses-05_task-cuedTS_run-1_echo-1_bold.nii.gz		
sub-s43	ses-05	nBack	matched	copy	ses-05		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-05/n_back_single_task_network__fmri_results (13).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-05/func/sub-s43_ses-05_task-nBack_run-1_echo-1_bold.nii.gz		
sub-s43	ses-05	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s43/ses-05/func/sub-s43_ses-05_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s43	ses-05	shapeMatching	matched	copy	ses-05		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-05/shape_matching_single_task_network__fmri_results (11).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-05/func/sub-s43_ses-05_task-shapeMatching_run-1_echo-1_bold.nii.gz		
sub-s43	ses-05	stopSignal	matched	copy	ses-05		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-05/stop_signal_single_task_network__fmri_results (11).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-05/func/sub-s43_ses-05_task-stopSignal_run-1_echo-1_bold.nii.gz		| s432    | 1 | Withdrew | Had to leave scanner before stopSignal; no DTIs collected |
sub-s43	ses-06	directedForgetting	matched	copy	ses-06		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-06/directed_forgetting_single_task_network__fmri_results (11).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-06/func/sub-s43_ses-06_task-directedForgetting_run-1_echo-1_bold.nii.gz		
sub-s43	ses-06	flanker	matched	copy	ses-06		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-06/flanker_single_task_network__fmri_results (21).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-06/func/sub-s43_ses-06_task-flanker_run-1_echo-1_bold.nii.gz		
sub-s43	ses-06	goNogo	matched	copy	ses-06		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-06/go_nogo_single_task_network__fmri_results (12).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-06/func/sub-s43_ses-06_task-goNogo_run-1_echo-1_bold.nii.gz		| s43 | 02 | goNogo |
sub-s43	ses-06	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s43/ses-06/func/sub-s43_ses-06_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s43	ses-06	spatialTS	matched	copy	ses-06		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-06/spatial_task_switching_single_task_network__fmri_results (13).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-06/func/sub-s43_ses-06_task-spatialTS_run-1_echo-1_bold.nii.gz		
sub-s43	ses-07	cuedTS	matched	copy	ses-07		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-07/cued_task_switching_single_task_network__fmri_results (16).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-07/func/sub-s43_ses-07_task-cuedTS_run-1_echo-1_bold.nii.gz		
sub-s43	ses-07	nBack	matched	copy	ses-07		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-07/n_back_single_task_network__fmri_results (17).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-07/func/sub-s43_ses-07_task-nBack_run-1_echo-1_bold.nii.gz		
sub-s43	ses-07	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s43/ses-07/func/sub-s43_ses-07_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s43	ses-07	shapeMatching	matched	copy	ses-07		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-07/shape_matching_single_task_network__fmri_results (15).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-07/func/sub-s43_ses-07_task-shapeMatching_run-1_echo-1_bold.nii.gz		
sub-s43	ses-07	stopSignal	matched	copy	ses-07		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-07/stop_signal_single_task_network__fmri_results (16).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-07/func/sub-s43_ses-07_task-stopSignal_run-1_echo-1_bold.nii.gz		| s432    | 1 | Withdrew | Had to leave scanner before stopSignal; no DTIs collected |
sub-s43	ses-08	directedForgetting	matched	copy	ses-08		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-08/directed_forgetting_single_task_network__fmri_results (15).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-08/func/sub-s43_ses-08_task-directedForgetting_run-1_echo-1_bold.nii.gz		
sub-s43	ses-08	flanker	matched	copy	ses-08		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-08/flanker_single_task_network__fmri_results (31).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-08/func/sub-s43_ses-08_task-flanker_run-1_echo-1_bold.nii.gz		
sub-s43	ses-08	goNogo	matched	copy	ses-08		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-08/go_nogo_single_task_network__fmri_results (17).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-08/func/sub-s43_ses-08_task-goNogo_run-1_echo-1_bold.nii.gz		| s43 | 02 | goNogo |
sub-s43	ses-08	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s43/ses-08/func/sub-s43_ses-08_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s43	ses-08	spatialTS	matched	copy	ses-08		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-08/spatial_task_switching_single_task_network__fmri_results (17).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-08/func/sub-s43_ses-08_task-spatialTS_run-1_echo-1_bold.nii.gz		
sub-s43	ses-09	cuedTS	matched	copy	ses-09		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-09/cued_task_switching_single_task_network__fmri_results (17).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-09/func/sub-s43_ses-09_task-cuedTS_run-1_echo-1_bold.nii.gz		
sub-s43	ses-09	nBack	matched	copy	ses-09		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-09/n_back_single_task_network__fmri_results (19).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-09/func/sub-s43_ses-09_task-nBack_run-1_echo-1_bold.nii.gz		
sub-s43	ses-09	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s43/ses-09/func/sub-s43_ses-09_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-10:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s43	ses-09	shapeMatching	matched	copy	ses-09		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-09/shape_matching_single_task_network__fmri_results (17).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-09/func/sub-s43_ses-09_task-shapeMatching_run-1_echo-1_bold.nii.gz		
sub-s43	ses-09	stopSignal	matched	copy	ses-09		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-09/stop_signal_single_task_network__fmri_results (17).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-09/func/sub-s43_ses-09_task-stopSignal_run-1_echo-1_bold.nii.gz		| s432    | 1 | Withdrew | Had to leave scanner before stopSignal; no DTIs collected |
sub-s43	ses-10	directedForgetting	matched	copy	ses-10		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-10/directed_forgetting_single_task_network__fmri_results (17).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-10/func/sub-s43_ses-10_task-directedForgetting_run-1_echo-1_bold.nii.gz		
sub-s43	ses-10	flanker	matched	copy	ses-10		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-10/flanker_single_task_network__fmri_results (33).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-10/func/sub-s43_ses-10_task-flanker_run-1_echo-1_bold.nii.gz		
sub-s43	ses-10	goNogo	matched	copy	ses-10		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-10/go_nogo_single_task_network__fmri_results (18).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-10/func/sub-s43_ses-10_task-goNogo_run-1_echo-1_bold.nii.gz		| s43 | 02 | goNogo |
sub-s43	ses-10	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s43/ses-10/func/sub-s43_ses-10_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-11:bold_only,ses-12:bold_only	
sub-s43	ses-10	spatialTS	matched	copy	ses-10		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-10/spatial_task_switching_single_task_network__fmri_results (19).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-10/func/sub-s43_ses-10_task-spatialTS_run-1_echo-1_bold.nii.gz		
sub-s43	ses-11	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s43/ses-11/func/sub-s43_ses-11_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-12:bold_only	
sub-s43	ses-11	stopSignalWDirectedForgetting	matched	copy	ses-11	2	/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-11/stop_signal_with_directed_forgetting__fmri_results (1).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-11/func/sub-s43_ses-11_task-stopSignalWDirectedForgetting_run-1_echo-1_bold.nii.gz		
sub-s43	ses-11	stopSignalWFlanker	matched	copy	ses-11		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-11/stop_signal_with_flanker__fmri_results.csv	/scratch/users/logben/discovery_bids/sub-s43/ses-11/func/sub-s43_ses-11_task-stopSignalWFlanker_run-1_echo-1_bold.nii.gz		
sub-s43	ses-12	directedForgettingWFlanker	matched	copy	ses-12		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-12/directed_forgetting_with_flanker__fmri_results (3).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-12/func/sub-s43_ses-12_task-directedForgettingWFlanker_run-1_echo-1_bold.nii.gz		
sub-s43	ses-12	rest	bold_without_behavioral	skip				/scratch/users/logben/discovery_bids/sub-s43/ses-12/func/sub-s43_ses-12_task-rest_run-1_echo-1_bold.nii.gz	ses-01:bold_only,ses-02:bold_only,ses-03:bold_only,ses-04:bold_only,ses-05:bold_only,ses-06:bold_only,ses-07:bold_only,ses-08:bold_only,ses-09:bold_only,ses-10:bold_only,ses-11:bold_only	
sub-s43	ses-12	stopSignalWDirectedForgetting	matched	copy	ses-12		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-12/stop_signal_with_directed_forgetting__fmri_results (3).csv	/scratch/users/logben/discovery_bids/sub-s43/ses-12/func/sub-s43_ses-12_task-stopSignalWDirectedForgetting_run-1_echo-1_bold.nii.gz		
sub-s43	ses-12	stopSignalWFlanker	matched	copy	ses-12		/oak/stanford/groups/russpold/data/network_grant/_archive_someone_plz_clean/behavioral_data/raw_cleaned/s43/ses-12/stop_signal_with_flanker__fmri_results.csv	/scratch/users/logben/discovery_bids/sub-s43/ses-12/func/sub-s43_ses-12_task-stopSignalWFlanker_run-1_echo-1_bold.nii.gz		
